STT,Tên chức năng,Tác nhân,Transaction,Mô tả,Phân loại BMT,Độ phức tạp,Đã update 3 phụ lục
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê các lớp đào tạo bồi dưỡng đang diễn ra;
Hệ thống thực hiện thống kê các lớp đào tạo bồi dưỡng đang diễn ra.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê các lớp đào tạo bồi dưỡng đang diễn ra;
Hệ thống thực hiện thống kê các lớp đào tạo bồi dưỡng đang diễn ra theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo khóa học để xem thống kê các lớp đào tạo bồi dưỡng đang diễn ra;
Hệ thống thực hiện thống kê các lớp đào tạo bồi dưỡng đang diễn ra theo khóa học đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê các lớp đào tạo bồi dưỡng đang diễn ra;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
130,Báo cáo thống kê các lớp đào tạo bồi dưỡng đã diễn ra,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,Thống kê chi tiết các lớp đào tạo đã kết thúc và kết quả.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê các lớp đào tạo bồi dưỡng đã diễn ra;
Hệ thống thực hiện thống kê các lớp đào tạo bồi dưỡng đã diễn ra.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê các lớp đào tạo bồi dưỡng đã diễn ra;
Hệ thống thực hiện thống kê các lớp đào tạo bồi dưỡng đã diễn ra theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo khóa học để xem thống kê các lớp đào tạo bồi dưỡng đã diễn ra;
Hệ thống thực hiện thống kê các lớp đào tạo bồi dưỡng đã diễn ra theo khóa học đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê các lớp đào tạo bồi dưỡng đã diễn ra;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
131,Báo cáo thống kê số lượng chuyên gia tư vấn pháp luật,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê số lượng chuyên gia/tư vấn viên theo lĩnh vực chuyên môn, địa bàn.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê số lượng chuyên gia tư vấn pháp luật;
Hệ thống thực hiện thống kê số lượng chuyên gia tư vấn pháp luật.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê số lượng chuyên gia tư vấn pháp luật;
Hệ thống thực hiện thống kê số lượng chuyên gia tư vấn pháp luật theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo lĩnh vực chuyên môn để xem thống kê số lượng chuyên gia tư vấn pháp luật;
Hệ thống thực hiện thống kê số lượng chuyên gia tư vấn pháp luật theo lĩnh vực chuyên môn đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê số lượng chuyên gia tư vấn pháp luật;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
132,Báo cáo thống kê đánh giá hiệu quả hỗ trợ pháp lý,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê kết quả đánh giá chất lượng hỗ trợ (điểm số, tỷ lệ hài lòng).",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê đánh giá hiệu quả hỗ trợ pháp lý;
Hệ thống thực hiện thống kê đánh giá hiệu quả hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê đánh giá hiệu quả hỗ trợ pháp lý;
Hệ thống thực hiện thống kê đánh giá hiệu quả hỗ trợ pháp lý theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo tỷ lệ hài lòng để xem thống kê đánh giá hiệu quả hỗ trợ pháp lý;
Hệ thống thực hiện thống kê đánh giá hiệu quả hỗ trợ pháp lý theo tỷ lệ hài lòng đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê đánh giá hiệu quả hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
133,Báo cáo thống kê chất lượng đào tạo bồi dưỡng pháp lý,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê kết quả kiểm tra, tỷ lệ học viên đạt yêu cầu của các khóa bồi dưỡng.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê chất lượng đào tạo bồi dưỡng pháp lý;
Hệ thống thực hiện thống kê chất lượng đào tạo bồi dưỡng pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê chất lượng đào tạo bồi dưỡng pháp lý;
Hệ thống thực hiện thống kê chất lượng đào tạo bồi dưỡng pháp lý theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo tỷ lệ học viên đạt yêu cầu để xem thống kê chất lượng đào tạo bồi dưỡng pháp lý;
Hệ thống thực hiện thống kê chất lượng đào tạo bồi dưỡng pháp lý theo tỷ lệ học viên đạt yêu cầu đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê chất lượng đào tạo bồi dưỡng pháp lý;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
134,Báo cáo thông kê vụ việc theo đơn vị quản lý,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê số lượng vụ việc theo từng đơn vị quản lý (Sở Tư pháp, Bộ ngành...).",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thông kê vụ việc theo đơn vị quản lý;
Hệ thống thực hiện thông kê vụ việc theo đơn vị quản lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thông kê vụ việc theo đơn vị quản lý;
Hệ thống thực hiện thông kê vụ việc theo đơn vị quản lý theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo trạng thái để xem thông kê vụ việc theo đơn vị quản lý;
Hệ thống thực hiện thông kê vụ việc theo đơn vị quản lý theo trạng thái đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thông kê vụ việc theo đơn vị quản lý;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
135,Báo cáo thông kê vụ việc theo lĩnh vực,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê số lượng vụ việc theo từng lĩnh vực pháp lý (Lao động, Thuế, Đất đai...).",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thông kê vụ việc theo lĩnh vực;
Hệ thống thực hiện thông kê vụ việc theo lĩnh vực.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thông kê vụ việc theo lĩnh vực;
Hệ thống thực hiện thông kê vụ việc theo lĩnh vực theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo trạng thái để xem thông kê vụ việc theo lĩnh vực;
Hệ thống thực hiện thông kê vụ việc theo lĩnh vực theo trạng thái đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thông kê vụ việc theo lĩnh vực;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
136,Báo cáo thống kê vụ việc theo loại hình doanh nghiệp,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,Thống kê số lượng vụ việc được hỗ trợ theo loại hình doanh nghiệp.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê vụ việc theo loại hình doanh nghiệp;
Hệ thống thực hiện thống kê vụ việc theo loại hình doanh nghiệp.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê vụ việc theo loại hình doanh nghiệp;
Hệ thống thực hiện thống kê vụ việc theo loại hình doanh nghiệp theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo trạng thái để xem thống kê vụ việc theo loại hình doanh nghiệp;
Hệ thống thực hiện thống kê vụ việc theo loại hình doanh nghiệp theo trạng thái đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê vụ việc theo loại hình doanh nghiệp;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
137,Báo cáo thống kê vụ việc theo thời gian,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,Thống kê chi tiết diễn biến số lượng vụ việc theo các khoảng thời gian cụ thể.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê vụ việc theo thời gian;
Hệ thống thực hiện thống kê vụ việc theo thời gian.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo khoảng thời gian cụ thể để xem thống kê vụ việc theo thời gian;
Hệ thống thực hiện thống kê vụ việc theo thời gian theo khoảng thời gian cụ thể đã chọn.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo lĩnh vực để xem thống kê vụ việc theo thời gian;
Hệ thống thực hiện thống kê vụ việc theo thời gian theo lĩnh vực đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê vụ việc theo thời gian;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
138,Báo cáo thống kê chi chi phí chi trả hỗ trợ ,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,Tổng hợp chi phí chi trả hỗ trợ pháp lý đã được thanh toán.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê chi chi phí chi trả hỗ trợ ;
Hệ thống thực hiện thống kê chi chi phí chi trả hỗ trợ .",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê chi chi phí chi trả hỗ trợ ;
Hệ thống thực hiện thống kê chi chi phí chi trả hỗ trợ theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo lĩnh vực để xem thống kê chi chi phí chi trả hỗ trợ ;
Hệ thống thực hiện thống kê chi chi phí chi trả hỗ trợ  theo trạng thái đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê chi chi phí chi trả hỗ trợ ;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
139,Báo cáo thống kê chi chi phí chi trả hỗ trợ theo đơn vị quản lý,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,Thống kê chi phí chi trả hỗ trợ pháp lý theo từng đơn vị quản lý.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê chi chi phí chi trả hỗ trợ theo đơn vị quản lý;
Hệ thống thực hiện thống kê chi chi phí chi trả hỗ trợ theo đơn vị quản lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê chi chi phí chi trả hỗ trợ theo đơn vị quản lý;
Hệ thống thực hiện thống kê chi chi phí chi trả hỗ trợ theo đơn vị quản lý theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo lĩnh vực để xem thống kê chi chi phí chi trả hỗ trợ theo đơn vị quản lý;
Hệ thống thực hiện thống kê chi chi phí chi trả hỗ trợ theo đơn vị quản lý theo lĩnh vực đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê chi chi phí chi trả hỗ trợ theo đơn vị quản lý;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
140,Báo cáo thống kê chi chi phí chi trả hỗ trợ theo lĩnh vực,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,Thống kê chi phí chi trả hỗ trợ pháp lý theo từng lĩnh vực pháp lý.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê chi chi phí chi trả hỗ trợ theo lĩnh vực;
Hệ thống thực hiện thống kê chi chi phí chi trả hỗ trợ theo lĩnh vực.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê chi chi phí chi trả hỗ trợ theo lĩnh vực;
Hệ thống thực hiện thống kê chi chi phí chi trả hỗ trợ theo lĩnh vực theo điều kiện thời gian đã lọc.",,,,
